Dealer_Name,Model,Company,Price ($)
Diehl Motor CO Inc,Outback,Subaru,34150.0
Diehl Motor CO Inc,Park Avenue,Buick,37714.357142857145
Diehl Motor CO Inc,Passat,Volkswagen,14000.333333333334
Diehl Motor CO Inc,Passport,Honda,24240.2
Diehl Motor CO Inc,Pathfinder,Nissan,30624.875
Diehl Motor CO Inc,Prizm,Chevrolet,24906.25
Diehl Motor CO Inc,Prowler,Plymouth,19533.333333333332
Diehl Motor CO Inc,RAV4,Toyota,35999.833333333336
Diehl Motor CO Inc,RL,Acura,25428.85714285714
Diehl Motor CO Inc,Ram Pickup,Dodge,25683.666666666668
Diehl Motor CO Inc,Ram Van,Dodge,38599.6
Diehl Motor CO Inc,Ranger,Ford,18000.5
Diehl Motor CO Inc,Regal,Buick,32500.5
Diehl Motor CO Inc,S-Class,Mercedes-B,35285.57142857143
Diehl Motor CO Inc,S-Type,Jaguar,21250.25
Diehl Motor CO Inc,S40,Volvo,33625.125
Diehl Motor CO Inc,S70,Volvo,24250.25
Diehl Motor CO Inc,S80,Volvo,23000.5
Diehl Motor CO Inc,SC,Saturn,41333.166666666664
Diehl Motor CO Inc,SL,Saturn,20500.0
Diehl Motor CO Inc,SL-Class,Mercedes-B,21583.5
Diehl Motor CO Inc,SLK,Mercedes-B,33000.0
Diehl Motor CO Inc,SLK230,Mercedes-B,29749.875
Diehl Motor CO Inc,SW,Saturn,25000.0
Diehl Motor CO Inc,Sable,Mercury,42187.5
Diehl Motor CO Inc,Sebring Coupe,Chrysler,25120.0
Diehl Motor CO Inc,Sentra,Nissan,16500.0
Diehl Motor CO Inc,Seville,Cadillac,19875.0
Diehl Motor CO Inc,Sienna,Toyota,26900.4
Diehl Motor CO Inc,Silhouette,Oldsmobile,33390.59090909091
Diehl Motor CO Inc,Sonata,Hyundai,16750.0
Diehl Motor CO Inc,Stratus,Dodge,28050.0
Diehl Motor CO Inc,Sunfire,Pontiac,33071.71428571428
Diehl Motor CO Inc,TL,Acura,24833.666666666668
Diehl Motor CO Inc,Tacoma,Toyota,38500.25
Diehl Motor CO Inc,Taurus,Ford,33874.625
Diehl Motor CO Inc,Town car,Lincoln,17500.333333333332
Diehl Motor CO Inc,V40,Volvo,18000.0
Diehl Motor CO Inc,V70,Volvo,39000.0
Diehl Motor CO Inc,Villager,Mercury,19142.166666666668
Diehl Motor CO Inc,Viper,Dodge,29125.375
Diehl Motor CO Inc,Voyager,Plymouth,33041.333333333336
Diehl Motor CO Inc,Windstar,Ford,21850.5
Diehl Motor CO Inc,Wrangler,Jeep,19000.0
Diehl Motor CO Inc,Xterra,Nissan,28500.0
Enterprise Rent A Car,3-Sep,Saab,43599.1
Enterprise Rent A Car,3000GT,Mitsubishi,22690.1
Enterprise Rent A Car,300M,Chrysler,22714.571428571428
Enterprise Rent A Car,323i,BMW,18866.833333333332
Enterprise Rent A Car,328i,BMW,18314.428571428572
Enterprise Rent A Car,528i,BMW,40936.75
Enterprise Rent A Car,A4,Audi,27000.5
Enterprise Rent A Car,A6,Audi,20492.423076923078
Enterprise Rent A Car,Accent,Hyundai,18250.0
Enterprise Rent A Car,Accord,Honda,33500.666666666664
Enterprise Rent A Car,Altima,Nissan,21000.0
Enterprise Rent A Car,Aurora,Oldsmobile,40999.25
Enterprise Rent A Car,Avalon,Toyota,18000.5
Enterprise Rent A Car,Avenger,Dodge,30500.5
Enterprise Rent A Car,Beetle,Volkswagen,21000.0
Enterprise Rent A Car,Bonneville,Pontiac,22950.285714285714
Enterprise Rent A Car,Bravada,Oldsmobile,24500.25
Enterprise Rent A Car,Breeze,Plymouth,39000.0
Enterprise Rent A Car,C-Class,Mercedes-B,14333.666666666666
Enterprise Rent A Car,C70,Volvo,23999.944444444445
Enterprise Rent A Car,CL500,Mercedes-B,22000.0
Enterprise Rent A Car,CR-V,Honda,16240.2
Enterprise Rent A Car,Cabrio,Volkswagen,16833.333333333332
Enterprise Rent A Car,Camaro,Chevrolet,41401.0
Enterprise Rent A Car,Camry,Toyota,31940.2
Enterprise Rent A Car,Caravan,Dodge,32400.2
Enterprise Rent A Car,Carrera Cabrio,Porsche,26033.333333333332
Enterprise Rent A Car,Carrera Coupe,Porsche,22167.0
Enterprise Rent A Car,Cavalier,Chevrolet,19000.25
Enterprise Rent A Car,Celica,Toyota,18250.0
Enterprise Rent A Car,Century,Buick,17000.0
Enterprise Rent A Car,Cherokee,Jeep,25250.0
Enterprise Rent A Car,Civic,Honda,35800.0
Enterprise Rent A Car,Concorde,Chrysler,31328.714285714286
Enterprise Rent A Car,Continental,Lincoln,37500.07142857143
Enterprise Rent A Car,Contour,Ford,57998.5
Enterprise Rent A Car,Corolla,Toyota,26125.5
Enterprise Rent A Car,Corvette,Chevrolet,34944.666666666664
Enterprise Rent A Car,Cougar,Mercury,33250.0
Enterprise Rent A Car,Crown Victoria,Ford,25560.4
Enterprise Rent A Car,Cutlass,Oldsmobile,30675.5
Enterprise Rent A Car,Dakota,Dodge,21000.0
Enterprise Rent A Car,DeVille,Cadillac,22500.0
Enterprise Rent A Car,Diamante,Mitsubishi,23661.76923076923
Enterprise Rent A Car,Durango,Dodge,23083.666666666668
Enterprise Rent A Car,E-Class,Mercedes-B,23000.0
Enterprise Rent A Car,ES300,Lexus,25833.333333333332
Enterprise Rent A Car,Eclipse,Mitsubishi,19500.0
Enterprise Rent A Car,Elantra,Hyundai,26000.0
Enterprise Rent A Car,Eldorado,Cadillac,39874.875
Enterprise Rent A Car,Escalade,Cadillac,31450.0
Enterprise Rent A Car,Expedition,Ford,22389.222222222223
Enterprise Rent A Car,Explorer,Ford,34928.71428571428
Enterprise Rent A Car,F-Series,Ford,13666.666666666666
Enterprise Rent A Car,Firebird,Pontiac,43167.333333333336
Enterprise Rent A Car,Focus,Ford,34875.25
Enterprise Rent A Car,Forester,Subaru,22857.14285714286
Enterprise Rent A Car,Frontier,Nissan,20000.428571428572
Enterprise Rent A Car,GS300,Lexus,51000.5
Enterprise Rent A Car,GS400,Lexus,21500.166666666668
Enterprise Rent A Car,GTI,Volkswagen,24000.0
Enterprise Rent A Car,Galant,Mitsubishi,36250.0
Enterprise Rent A Car,Golf,Volkswagen,20500.666666666668
Enterprise Rent A Car,Grand Am,Pontiac,21400.666666666668
Enterprise Rent A Car,Grand Cherokee,Jeep,15000.5
Enterprise Rent A Car,Grand Marquis,Mercury,31000.214285714286
Enterprise Rent A Car,Grand Prix,Pontiac,26799.7
Enterprise Rent A Car,I30,Infiniti,32500.333333333332
Enterprise Rent A Car,Impala,Chevrolet,14000.0
Enterprise Rent A Car,Integra,Acura,45250.5
Enterprise Rent A Car,Intrepid,Dodge,11000.0
Enterprise Rent A Car,Intrigue,Oldsmobile,34334.0
Enterprise Rent A Car,Jetta,Volkswagen,31555.5
Enterprise Rent A Car,LHS,Chrysler,30600.2
Enterprise Rent A Car,LS,Saturn,47166.666666666664
Enterprise Rent A Car,LS400,Lexus,38250.0625
Enterprise Rent A Car,LW,Saturn,16000.4
Enterprise Rent A Car,LX470,Lexus,43433.333333333336
Enterprise Rent A Car,LeSabre,Buick,20000.0
Enterprise Rent A Car,Lumina,Chevrolet,21785.714285714286
Enterprise Rent A Car,M-Class,Mercedes-B,29750.0
Enterprise Rent A Car,Malibu,Chevrolet,39785.78571428572
Enterprise Rent A Car,Maxima,Nissan,20000.333333333332
Enterprise Rent A Car,Metro,Chevrolet,22800.166666666668
Enterprise Rent A Car,Monte Carlo,Chevrolet,27125.25
Enterprise Rent A Car,Montero,Mitsubishi,16001.0
Enterprise Rent A Car,Montero Sport,Mitsubishi,35620.8
Enterprise Rent A Car,Mountaineer,Mercury,21000.0
Enterprise Rent A Car,Mustang,Ford,38500.0
Enterprise Rent A Car,Mystique,Mercury,9000.0
Enterprise Rent A Car,Navigator,Lincoln,30000.5
Enterprise Rent A Car,Neon,Dodge,19000.0
Enterprise Rent A Car,Neon,Plymouth,23250.0
Enterprise Rent A Car,Odyssey,Honda,27001.0
Enterprise Rent A Car,Outback,Subaru,43500.25
Enterprise Rent A Car,Park Avenue,Buick,27799.9
Enterprise Rent A Car,Passat,Volkswagen,23000.454545454544
Enterprise Rent A Car,Passport,Honda,23833.333333333332
Enterprise Rent A Car,Pathfinder,Nissan,28562.75
Enterprise Rent A Car,Prizm,Chevrolet,23812.75
Enterprise Rent A Car,Prowler,Plymouth,26124.625
Enterprise Rent A Car,Quest,Nissan,15500.0
Enterprise Rent A Car,RAV4,Toyota,25360.2
Enterprise Rent A Car,RL,Acura,22670.5
Enterprise Rent A Car,RX300,Lexus,18000.0
Enterprise Rent A Car,Ram Pickup,Dodge,30400.30769230769
Enterprise Rent A Car,Ram Van,Dodge,30074.625
Enterprise Rent A Car,Ram Wagon,Dodge,20167.0
Enterprise Rent A Car,Ranger,Ford,37999.25
Enterprise Rent A Car,Regal,Buick,34867.666666666664
Enterprise Rent A Car,S-Class,Mercedes-B,29499.85714285714
Enterprise Rent A Car,S-Type,Jaguar,28017.0
Enterprise Rent A Car,S40,Volvo,23906.375
Enterprise Rent A Car,S70,Volvo,26133.666666666668
Enterprise Rent A Car,S80,Volvo,21500.0
Enterprise Rent A Car,SC,Saturn,38799.8
Enterprise Rent A Car,SL,Saturn,20601.0
Enterprise Rent A Car,SL-Class,Mercedes-B,29000.0
Enterprise Rent A Car,SLK,Mercedes-B,25167.166666666668
Enterprise Rent A Car,SLK230,Mercedes-B,35166.5
Enterprise Rent A Car,SW,Saturn,25000.0
Enterprise Rent A Car,Sable,Mercury,43999.4
Enterprise Rent A Car,Sebring Conv.,Chrysler,16500.0
Enterprise Rent A Car,Sebring Coupe,Chrysler,27890.25
Enterprise Rent A Car,Sentra,Nissan,16000.0
Enterprise Rent A Car,Seville,Cadillac,22001.0
Enterprise Rent A Car,Sienna,Toyota,15750.5
Enterprise Rent A Car,Silhouette,Oldsmobile,33019.75
Enterprise Rent A Car,Sonata,Hyundai,17500.25
Enterprise Rent A Car,Stratus,Dodge,29000.0
Enterprise Rent A Car,Sunfire,Pontiac,34833.666666666664
Enterprise Rent A Car,TL,Acura,21813.0
Enterprise Rent A Car,Tacoma,Toyota,42400.1
Enterprise Rent A Car,Taurus,Ford,37832.833333333336
Enterprise Rent A Car,Town car,Lincoln,28333.333333333332
Enterprise Rent A Car,Villager,Mercury,28000.0
Enterprise Rent A Car,Viper,Dodge,32000.25
Enterprise Rent A Car,Voyager,Plymouth,30249.625
Enterprise Rent A Car,Windstar,Ford,22333.666666666668
Enterprise Rent A Car,Wrangler,Jeep,19500.2
Findlay Hyundai St. George,Palisade Calligraphy,Hyundai,43600.0
Gartner Buick Hyundai Saab,3-Sep,Saab,19667.0
Gartner Buick Hyundai Saab,3000GT,Mitsubishi,20416.833333333332
Gartner Buick Hyundai Saab,300M,Chrysler,20118.875
Gartner Buick Hyundai Saab,323i,BMW,16557.285714285714
Gartner Buick Hyundai Saab,328i,BMW,26399.9
Gartner Buick Hyundai Saab,4Runner,Toyota,25250.0
Gartner Buick Hyundai Saab,528i,BMW,30333.222222222223
Gartner Buick Hyundai Saab,A4,Audi,27001.0
Gartner Buick Hyundai Saab,A6,Audi,19029.0
Gartner Buick Hyundai Saab,Accord,Honda,26500.25
Gartner Buick Hyundai Saab,Alero,Oldsmobile,17201.0
Gartner Buick Hyundai Saab,Altima,Nissan,20300.2
Gartner Buick Hyundai Saab,Aurora,Oldsmobile,27567.0
Gartner Buick Hyundai Saab,Avenger,Dodge,20000.0
Gartner Buick Hyundai Saab,Beetle,Volkswagen,35620.0
Gartner Buick Hyundai Saab,Bonneville,Pontiac,24089.0
Gartner Buick Hyundai Saab,Boxter,Porsche,23233.666666666668
Gartner Buick Hyundai Saab,Bravada,Oldsmobile,26571.714285714286
Gartner Buick Hyundai Saab,Breeze,Plymouth,20000.0
Gartner Buick Hyundai Saab,C-Class,Mercedes-B,13587.75
Gartner Buick Hyundai Saab,C70,Volvo,28500.5
Gartner Buick Hyundai Saab,CL500,Mercedes-B,24333.333333333332
Gartner Buick Hyundai Saab,CLK Coupe,Mercedes-B,22000.0
Gartner Buick Hyundai Saab,CR-V,Honda,21667.0
Gartner Buick Hyundai Saab,Cabrio,Volkswagen,19333.333333333332
Gartner Buick Hyundai Saab,Camaro,Chevrolet,32500.5
Gartner Buick Hyundai Saab,Camry,Toyota,32334.0
Gartner Buick Hyundai Saab,Caravan,Dodge,22500.4
Gartner Buick Hyundai Saab,Carrera Cabrio,Porsche,27001.0
Gartner Buick Hyundai Saab,Carrera Coupe,Porsche,19500.333333333332
Gartner Buick Hyundai Saab,Catera,Cadillac,57998.5
Gartner Buick Hyundai Saab,Cavalier,Chevrolet,20020.0
Gartner Buick Hyundai Saab,Celica,Toyota,26483.666666666668
Gartner Buick Hyundai Saab,Cherokee,Jeep,21333.333333333332
Gartner Buick Hyundai Saab,Cirrus,Chrysler,12000.0
Gartner Buick Hyundai Saab,Civic,Honda,45000.0
Gartner Buick Hyundai Saab,Concorde,Chrysler,32100.5
Gartner Buick Hyundai Saab,Continental,Lincoln,32199.9
Gartner Buick Hyundai Saab,Contour,Ford,44999.0
Gartner Buick Hyundai Saab,Corolla,Toyota,22000.0
Gartner Buick Hyundai Saab,Corvette,Chevrolet,33000.2
Gartner Buick Hyundai Saab,Cougar,Mercury,27750.25
Gartner Buick Hyundai Saab,Crown Victoria,Ford,23775.25
Gartner Buick Hyundai Saab,Cutlass,Oldsmobile,43500.5
Gartner Buick Hyundai Saab,Dakota,Dodge,12000.0
Gartner Buick Hyundai Saab,DeVille,Cadillac,57998.5
Gartner Buick Hyundai Saab,Diamante,Mitsubishi,22182.090909090908
Gartner Buick Hyundai Saab,Durango,Dodge,22250.25
Gartner Buick Hyundai Saab,E-Class,Mercedes-B,31001.0
Gartner Buick Hyundai Saab,Eclipse,Mitsubishi,25000.0
Gartner Buick Hyundai Saab,Elantra,Hyundai,23334.0
Gartner Buick Hyundai Saab,Eldorado,Cadillac,48665.666666666664
Gartner Buick Hyundai Saab,Escalade,Cadillac,32900.4
Gartner Buick Hyundai Saab,Expedition,Ford,18125.5
Gartner Buick Hyundai Saab,Explorer,Ford,41000.0
Gartner Buick Hyundai Saab,F-Series,Ford,21875.5
Gartner Buick Hyundai Saab,Firebird,Pontiac,43600.0
Gartner Buick Hyundai Saab,Focus,Ford,30167.0
Gartner Buick Hyundai Saab,Forester,Subaru,29840.2
Gartner Buick Hyundai Saab,Frontier,Nissan,36500.25
Gartner Buick Hyundai Saab,GS300,Lexus,17000.0
Gartner Buick Hyundai Saab,GS400,Lexus,34500.0
Gartner Buick Hyundai Saab,GTI,Volkswagen,24000.2
Gartner Buick Hyundai Saab,Galant,Mitsubishi,42500.0
Gartner Buick Hyundai Saab,Golf,Volkswagen,35250.0
Gartner Buick Hyundai Saab,Grand Am,Pontiac,19000.0
Gartner Buick Hyundai Saab,Grand Cherokee,Jeep,36001.0
Gartner Buick Hyundai Saab,Grand Marquis,Mercury,20222.277777777777
Gartner Buick Hyundai Saab,Grand Prix,Pontiac,31999.833333333332
Gartner Buick Hyundai Saab,I30,Infiniti,31375.25
Gartner Buick Hyundai Saab,Impala,Chevrolet,21667.0
Gartner Buick Hyundai Saab,Integra,Acura,45125.25
Gartner Buick Hyundai Saab,Intrepid,Dodge,31000.333333333332
Gartner Buick Hyundai Saab,Intrigue,Oldsmobile,30375.0
Gartner Buick Hyundai Saab,Jetta,Volkswagen,33099.916666666664
Gartner Buick Hyundai Saab,LHS,Chrysler,23357.428571428572
Gartner Buick Hyundai Saab,LS,Saturn,38416.666666666664
Gartner Buick Hyundai Saab,LS400,Lexus,34666.333333333336
Gartner Buick Hyundai Saab,LW,Saturn,26750.5
Gartner Buick Hyundai Saab,LX470,Lexus,18500.0
Gartner Buick Hyundai Saab,Land Cruiser,Toyota,15000.333333333334
Gartner Buick Hyundai Saab,LeSabre,Buick,20001.0
Gartner Buick Hyundai Saab,Lumina,Chevrolet,42101.0
Gartner Buick Hyundai Saab,M-Class,Mercedes-B,37125.25
Gartner Buick Hyundai Saab,Malibu,Chevrolet,39249.666666666664
Gartner Buick Hyundai Saab,Maxima,Nissan,38000.0
Gartner Buick Hyundai Saab,Metro,Chevrolet,20300.4
Gartner Buick Hyundai Saab,Mirage,Mitsubishi,9000.0
Gartner Buick Hyundai Saab,Monte Carlo,Chevrolet,30550.6
Gartner Buick Hyundai Saab,Montero,Mitsubishi,16220.2
Gartner Buick Hyundai Saab,Montero Sport,Mitsubishi,41000.0
Gartner Buick Hyundai Saab,Mountaineer,Mercury,21050.0
Gartner Buick Hyundai Saab,Mustang,Ford,29100.0
Gartner Buick Hyundai Saab,Mystique,Mercury,9001.0
Gartner Buick Hyundai Saab,Navigator,Lincoln,23833.666666666668
Gartner Buick Hyundai Saab,Neon,Dodge,19500.0
Gartner Buick Hyundai Saab,Neon,Plymouth,22800.5
Gartner Buick Hyundai Saab,Odyssey,Honda,40500.5
Gartner Buick Hyundai Saab,Outback,Subaru,43625.0
Gartner Buick Hyundai Saab,Park Avenue,Buick,57998.5
Gartner Buick Hyundai Saab,Passat,Volkswagen,20390.3
Gartner Buick Hyundai Saab,Passport,Honda,24000.0
Gartner Buick Hyundai Saab,Pathfinder,Nissan,38499.5
Gartner Buick Hyundai Saab,Prizm,Chevrolet,26433.666666666668
Gartner Buick Hyundai Saab,Prowler,Plymouth,29000.125
Gartner Buick Hyundai Saab,Quest,Nissan,27820.2
Gartner Buick Hyundai Saab,RAV4,Toyota,37699.4
Gartner Buick Hyundai Saab,RL,Acura,22483.416666666668
Gartner Buick Hyundai Saab,Ram Pickup,Dodge,25609.363636363636
Gartner Buick Hyundai Saab,Ram Van,Dodge,37999.6
Gartner Buick Hyundai Saab,Ram Wagon,Dodge,22125.25
Gartner Buick Hyundai Saab,Ranger,Ford,32499.666666666668
Gartner Buick Hyundai Saab,Regal,Buick,25200.25
Gartner Buick Hyundai Saab,S-Class,Mercedes-B,15000.0
Gartner Buick Hyundai Saab,S-Type,Jaguar,21000.333333333332
Gartner Buick Hyundai Saab,S40,Volvo,26437.75
Gartner Buick Hyundai Saab,S70,Volvo,24000.25
Gartner Buick Hyundai Saab,S80,Volvo,25000.0
Gartner Buick Hyundai Saab,SC,Saturn,45749.25
Gartner Buick Hyundai Saab,SL,Saturn,15500.5
Gartner Buick Hyundai Saab,SL-Class,Mercedes-B,23000.666666666668
Gartner Buick Hyundai Saab,SLK,Mercedes-B,30250.166666666668
Gartner Buick Hyundai Saab,SLK230,Mercedes-B,18875.5
Gartner Buick Hyundai Saab,SW,Saturn,30700.25
Gartner Buick Hyundai Saab,Sable,Mercury,43428.21428571428
Gartner Buick Hyundai Saab,Sebring Coupe,Chrysler,23986.0
Gartner Buick Hyundai Saab,Seville,Cadillac,31750.0
Gartner Buick Hyundai Saab,Sienna,Toyota,21683.5
Gartner Buick Hyundai Saab,Silhouette,Oldsmobile,29009.8
Gartner Buick Hyundai Saab,Sonata,Hyundai,19200.0
Gartner Buick Hyundai Saab,Stratus,Dodge,27000.0
Gartner Buick Hyundai Saab,Sunfire,Pontiac,30667.0
Gartner Buick Hyundai Saab,TL,Acura,22714.428571428572
Gartner Buick Hyundai Saab,Tacoma,Toyota,47333.333333333336
Gartner Buick Hyundai Saab,Taurus,Ford,23666.166666666668
Gartner Buick Hyundai Saab,Town car,Lincoln,17500.333333333332
Gartner Buick Hyundai Saab,V40,Volvo,18900.0
Gartner Buick Hyundai Saab,V70,Volvo,39000.0
Gartner Buick Hyundai Saab,Villager,Mercury,22750.166666666668
Gartner Buick Hyundai Saab,Viper,Dodge,32889.22222222222
Gartner Buick Hyundai Saab,Voyager,Plymouth,27999.7
Gartner Buick Hyundai Saab,Windstar,Ford,18333.333333333332
Gartner Buick Hyundai Saab,Wrangler,Jeep,16000.5
Gartner Buick Hyundai Saab,Xterra,Nissan,23000.0
Halladay Buick GMC,Escalade ESV Premium Luxury Platinum,Cadillac,87995.0
Hatfield Volkswagen,3-Sep,Saab,39170.92857142857
Hatfield Volkswagen,3000GT,Mitsubishi,19378.0
Hatfield Volkswagen,300M,Chrysler,21500.285714285714
Hatfield Volkswagen,323i,BMW,18572.14285714286
Hatfield Volkswagen,328i,BMW,26999.625
Hatfield Volkswagen,4Runner,Toyota,35000.0
Hatfield Volkswagen,5-Sep,Saab,28000.0
Hatfield Volkswagen,528i,BMW,28609.045454545456
Hatfield Volkswagen,A4,Audi,21260.0
Hatfield Volkswagen,A6,Audi,23593.8125
Hatfield Volkswagen,A8,Audi,33666.666666666664
Hatfield Volkswagen,Accent,Hyundai,18001.0
Hatfield Volkswagen,Accord,Honda,25333.333333333332
Hatfield Volkswagen,Altima,Nissan,21001.0
Hatfield Volkswagen,Aurora,Oldsmobile,40999.75
Hatfield Volkswagen,Avalon,Toyota,18000.0
Hatfield Volkswagen,Avenger,Dodge,19000.0
Hatfield Volkswagen,Beetle,Volkswagen,37166.666666666664
Hatfield Volkswagen,Bonneville,Pontiac,19000.0
Hatfield Volkswagen,Boxter,Porsche,14000.0
Hatfield Volkswagen,Bravada,Oldsmobile,22730.2
Hatfield Volkswagen,Breeze,Plymouth,39000.25
Hatfield Volkswagen,C-Class,Mercedes-B,16000.333333333334
Hatfield Volkswagen,C70,Volvo,35375.375
Hatfield Volkswagen,CL500,Mercedes-B,27600.4
Hatfield Volkswagen,CR-V,Honda,28214.285714285714
Hatfield Volkswagen,Cabrio,Volkswagen,18360.2
Hatfield Volkswagen,Camaro,Chevrolet,29000.5
Hatfield Volkswagen,Camry,Toyota,31000.428571428572
Hatfield Volkswagen,Caravan,Dodge,28333.333333333332
Hatfield Volkswagen,Carrera Cabrio,Porsche,23000.4
Hatfield Volkswagen,Carrera Coupe,Porsche,21750.166666666668
Hatfield Volkswagen,Catera,Cadillac,35674.625
Hatfield Volkswagen,Cavalier,Chevrolet,17200.0
Hatfield Volkswagen,Celica,Toyota,23333.666666666668
Hatfield Volkswagen,Century,Buick,17001.0
Hatfield Volkswagen,Cherokee,Jeep,14000.0
Hatfield Volkswagen,Cirrus,Chrysler,12000.0
Hatfield Volkswagen,Civic,Honda,38750.25
Hatfield Volkswagen,Concorde,Chrysler,32000.25
Hatfield Volkswagen,Continental,Lincoln,40399.9
Hatfield Volkswagen,Contour,Ford,32033.166666666668
Hatfield Volkswagen,Corolla,Toyota,18000.0
Hatfield Volkswagen,Corvette,Chevrolet,33077.230769230766
Hatfield Volkswagen,Cougar,Mercury,31275.25
Hatfield Volkswagen,Crown Victoria,Ford,29000.0
Hatfield Volkswagen,Cutlass,Oldsmobile,35750.25
Hatfield Volkswagen,DeVille,Cadillac,22000.0
Hatfield Volkswagen,Diamante,Mitsubishi,21950.285714285714
Hatfield Volkswagen,Durango,Dodge,24429.0
Hatfield Volkswagen,E-Class,Mercedes-B,25833.666666666668
Hatfield Volkswagen,ES300,Lexus,26125.5
Hatfield Volkswagen,Eldorado,Cadillac,45799.2
Hatfield Volkswagen,Escalade,Cadillac,31286.285714285714
Hatfield Volkswagen,Escort,Ford,13001.0
Hatfield Volkswagen,Expedition,Ford,25050.4
Hatfield Volkswagen,Explorer,Ford,34000.444444444445
Hatfield Volkswagen,F-Series,Ford,13500.5
Hatfield Volkswagen,Firebird,Pontiac,43000.0
Hatfield Volkswagen,Focus,Ford,19333.666666666668
Hatfield Volkswagen,Forester,Subaru,21889.11111111111
Hatfield Volkswagen,Frontier,Nissan,32666.666666666668
Hatfield Volkswagen,GS300,Lexus,34000.0
Hatfield Volkswagen,GS400,Lexus,31600.4
Hatfield Volkswagen,GTI,Volkswagen,23875.25
Hatfield Volkswagen,Galant,Mitsubishi,36000.0
Hatfield Volkswagen,Golf,Volkswagen,30000.0
Hatfield Volkswagen,Grand Am,Pontiac,24870.4
Hatfield Volkswagen,Grand Cherokee,Jeep,15000.0
Hatfield Volkswagen,Grand Marquis,Mercury,25243.071428571428
Hatfield Volkswagen,Grand Prix,Pontiac,28749.875
Hatfield Volkswagen,I30,Infiniti,16000.0
Hatfield Volkswagen,Impala,Chevrolet,14000.0
Hatfield Volkswagen,Integra,Acura,45001.0
Hatfield Volkswagen,Intrepid,Dodge,11000.5
Hatfield Volkswagen,Intrigue,Oldsmobile,43000.0
Hatfield Volkswagen,Jetta,Volkswagen,28833.38888888889
Hatfield Volkswagen,LHS,Chrysler,28786.14285714286
Hatfield Volkswagen,LS,Saturn,26333.333333333332
Hatfield Volkswagen,LS400,Lexus,35256.3125
Hatfield Volkswagen,LX470,Lexus,32000.0
Hatfield Volkswagen,Land Cruiser,Toyota,25000.0
Hatfield Volkswagen,LeSabre,Buick,20250.0
Hatfield Volkswagen,Lumina,Chevrolet,23666.833333333332
Hatfield Volkswagen,M-Class,Mercedes-B,25250.0
Hatfield Volkswagen,Malibu,Chevrolet,28375.125
Hatfield Volkswagen,Maxima,Nissan,24666.666666666668
Hatfield Volkswagen,Metro,Chevrolet,28740.3
Hatfield Volkswagen,Monte Carlo,Chevrolet,26750.25
Hatfield Volkswagen,Montero Sport,Mitsubishi,31778.0
Hatfield Volkswagen,Mountaineer,Mercury,21000.0
Hatfield Volkswagen,Mustang,Ford,33166.666666666664
Hatfield Volkswagen,Navigator,Lincoln,19000.0
Hatfield Volkswagen,Neon,Dodge,19500.0
Hatfield Volkswagen,Neon,Plymouth,23900.2
Hatfield Volkswagen,Odyssey,Honda,27001.0
Hatfield Volkswagen,Outback,Subaru,38000.0
Hatfield Volkswagen,Park Avenue,Buick,43286.75
Hatfield Volkswagen,Passat,Volkswagen,22977.777777777777
Hatfield Volkswagen,Pathfinder,Nissan,25833.375
Hatfield Volkswagen,Prizm,Chevrolet,21600.222222222223
Hatfield Volkswagen,Prowler,Plymouth,19333.333333333332
Hatfield Volkswagen,Quest,Nissan,19000.5
Hatfield Volkswagen,RAV4,Toyota,25666.666666666668
Hatfield Volkswagen,RL,Acura,22844.666666666668
Hatfield Volkswagen,RX300,Lexus,18000.0
Hatfield Volkswagen,Ram Pickup,Dodge,22244.777777777777
Hatfield Volkswagen,Ram Van,Dodge,26999.9
Hatfield Volkswagen,Ram Wagon,Dodge,22250.0
Hatfield Volkswagen,Ranger,Ford,33666.166666666664
Hatfield Volkswagen,Regal,Buick,25750.5
Hatfield Volkswagen,S-Class,Mercedes-B,24714.5
Hatfield Volkswagen,S-Type,Jaguar,20100.6
Hatfield Volkswagen,S40,Volvo,18100.0
Hatfield Volkswagen,S70,Volvo,23583.0
Hatfield Volkswagen,S80,Volvo,21000.5
Hatfield Volkswagen,SC,Saturn,34000.125
Hatfield Volkswagen,SL,Saturn,21300.5
Hatfield Volkswagen,SL-Class,Mercedes-B,35000.25
Hatfield Volkswagen,SLK,Mercedes-B,28987.11111111111
Hatfield Volkswagen,SLK230,Mercedes-B,45749.25
Hatfield Volkswagen,SW,Saturn,30500.0
Hatfield Volkswagen,Sable,Mercury,32600.0
Hatfield Volkswagen,Sebring Coupe,Chrysler,26571.428571428572
Hatfield Volkswagen,Sentra,Nissan,16000.5
Hatfield Volkswagen,Seville,Cadillac,36833.666666666664
Hatfield Volkswagen,Sienna,Toyota,14350.0
Hatfield Volkswagen,Silhouette,Oldsmobile,31562.0625
Hatfield Volkswagen,Sonata,Hyundai,18150.0
Hatfield Volkswagen,Stratus,Dodge,28000.0
Hatfield Volkswagen,Sunfire,Pontiac,31887.625
Hatfield Volkswagen,TL,Acura,23857.428571428572
Hatfield Volkswagen,Tacoma,Toyota,40999.25
Hatfield Volkswagen,Taurus,Ford,45249.25
Hatfield Volkswagen,Town & Country,Chrysler,17250.0
Hatfield Volkswagen,Town car,Lincoln,25625.25
Hatfield Volkswagen,Villager,Mercury,14735.5
Hatfield Volkswagen,Viper,Dodge,28800.2
Hatfield Volkswagen,Voyager,Plymouth,20717.0
